date,crop,mandi,arrival_tonnes,min_price,max_price,model_price,weather
2025-07-23,Onion,Bhopal,443.71,1472,1575,1537,Sunny
2025-09-10,Potato,Delhi,370.22,1835,2163,2110,Sunny
2025-09-08,Mustard,Delhi,396.68,1911,2327,1996,Rainy
2025-04-10,Onion,Lucknow,81.32,1340,2119,2108,Foggy
2025-07-04,Maize,Bhopal,205.86,1488,2032,1829,Humid
2025-07-20,Wheat,Indore,104.81,1277,1740,1291,Cloudy
2025-06-20,Maize,Bhopal,334.47,1070,1576,1237,Foggy
2025-07-15,Mustard,Bhopal,84.81,1325,1626,1347,Sunny
2025-05-26,Rice,Jaipur,175.29,2376,3169,2844,Humid
2025-05-04,Rice,Indore,475.14,988,1603,1021,Rainy
2025-02-26,Mustard,Delhi,192.75,2200,2990,2706,Foggy
2025-01-07,Potato,Lucknow,490.17,941,1535,1104,Rainy
2025-10-18,Mustard,Delhi,79.87,2186,2765,2733,Foggy
2025-12-04,Wheat,Kanpur,418.41,2452,2626,2586,Sunny
2025-04-30,Rice,Bhopal,407.08,867,1567,1377,Sunny
2025-06-02,Potato,Delhi,255.86,2102,2256,2113,Humid
2025-03-10,Mustard,Lucknow,277.39,941,1518,1465,Humid
2025-02-04,Onion,Lucknow,136.56,1994,2411,2165,Humid
2025-10-22,Rice,Delhi,429.57,2042,2278,2096,Foggy
2025-11-17,Maize,Kanpur,465.68,1602,2012,1854,Sunny
2025-08-24,Onion,Bhopal,42.99,2050,2288,2158,Humid
2025-05-19,Maize,Delhi,199.07,2225,2445,2252,Rainy
2025-08-23,Potato,Indore,290.46,1654,1769,1661,Foggy
2025-12-02,Rice,Lucknow,176.06,940,1084,1032,Foggy
2025-05-12,Potato,Delhi,254.66,1588,2044,1989,Foggy
2025-12-13,Rice,Bhopal,440.28,2457,3087,2680,Rainy
2025-08-11,Potato,Lucknow,208.4,1891,2055,1899,Foggy
2025-07-10,Rice,Bhopal,17.77,831,1086,858,Humid
2025-07-31,Wheat,Bhopal,45.21,1430,1965,1937,Humid
2025-05-10,Maize,Lucknow,262.12,1791,2233,2056,Cloudy
2025-01-15,Onion,Bhopal,196.91,2474,3018,2818,Sunny
2025-06-13,Potato,Jaipur,471.64,940,1568,1480,Sunny
2025-05-10,Wheat,Delhi,442.57,2470,2907,2582,Foggy
2025-08-06,Onion,Delhi,11.51,1828,2410,1891,Cloudy
2025-05-12,Mustard,Jaipur,366.21,1108,1571,1485,Sunny
2025-05-20,Rice,Kanpur,185.01,1047,1746,1457,Foggy
2025-08-02,Mustard,Bhopal,227.89,2013,2206,2066,Foggy
2025-08-16,Onion,Jaipur,168.38,876,1499,981,Sunny
2025-11-26,Rice,Delhi,166.27,1046,1185,1092,Cloudy
2025-08-07,Maize,Delhi,151.97,2295,3080,2705,Cloudy
2025-10-25,Mustard,Lucknow,114.22,2341,2535,2401,Sunny
2025-06-02,Potato,Delhi,413.69,1823,2041,1940,Sunny
2025-04-03,Maize,Kanpur,142.94,1952,2291,2076,Foggy
2025-11-05,Mustard,Jaipur,483.64,1694,2424,1804,Humid
2025-09-06,Potato,Delhi,100.59,1846,2628,2109,Rainy
2025-09-09,Wheat,Jaipur,337.68,2169,2363,2205,Sunny
2025-09-17,Mustard,Jaipur,135.72,2385,3037,2417,Humid
2025-04-16,Onion,Indore,466.72,1227,1631,1483,Humid
2025-09-09,Wheat,Kanpur,487.14,1896,2006,1957,Foggy
2025-11-11,Potato,Indore,196.37,2125,2246,2174,Humid
2025-09-12,Maize,Jaipur,470.98,2015,2415,2277,Humid
2025-10-20,Rice,Jaipur,446.11,2349,2558,2378,Rainy
2025-12-27,Wheat,Lucknow,378.75,841,1630,1506,Cloudy
2025-11-14,Potato,Bhopal,235.84,2003,2553,2387,Foggy
2025-05-07,Wheat,Delhi,244.25,1862,2194,2035,Rainy
2025-08-15,Rice,Delhi,470.96,2396,2727,2560,Cloudy
2025-09-17,Mustard,Indore,137.6,1943,2742,2533,Sunny
2025-06-20,Maize,Jaipur,264.9,2079,2788,2111,Foggy
2025-10-24,Rice,Delhi,40.82,1028,1709,1457,Humid
2025-03-21,Wheat,Bhopal,400.74,1737,1912,1852,Foggy
2025-10-01,Maize,Indore,419.52,1686,2060,1799,Humid
2025-05-13,Onion,Lucknow,210.89,1886,2476,2329,Cloudy
2025-10-23,Maize,Indore,438.07,2214,2471,2347,Foggy
2025-03-21,Mustard,Lucknow,51.49,1452,1779,1636,Cloudy
2025-05-07,Wheat,Lucknow,246.91,1109,1405,1233,Cloudy
2025-09-29,Maize,Jaipur,442.42,2344,2639,2472,Rainy
2025-09-16,Onion,Kanpur,425.78,2197,2856,2391,Sunny
2025-11-12,Rice,Kanpur,387.16,2092,2883,2813,Humid
2025-11-11,Rice,Jaipur,192.5,2071,2207,2103,Humid
2025-12-17,Onion,Jaipur,320.84,1807,2348,2288,Humid
2025-07-20,Wheat,Delhi,478.62,2091,2551,2507,Humid
2025-09-18,Rice,Bhopal,142.97,899,1472,1137,Foggy
2025-08-10,Potato,Kanpur,61.69,963,1338,976,Cloudy
2025-06-11,Wheat,Jaipur,459.77,951,1253,1101,Rainy
2025-10-21,Maize,Kanpur,157.81,1719,1901,1850,Sunny
2025-09-09,Maize,Kanpur,365.39,2317,2919,2407,Humid
2025-02-16,Potato,Lucknow,24.75,2380,2834,2692,Foggy
2025-04-26,Rice,Jaipur,360.56,828,1057,851,Foggy
2025-12-29,Rice,Bhopal,200.7,2492,3009,2730,Foggy
2025-08-12,Potato,Lucknow,273.99,1406,1705,1703,Foggy
2025-03-07,Maize,Lucknow,277.89,977,1521,1470,Foggy
2025-10-01,Potato,Kanpur,207.45,1580,1934,1679,Cloudy
2025-01-20,Mustard,Bhopal,36.79,985,1188,1076,Foggy
2025-11-25,Onion,Lucknow,53.07,2118,2709,2271,Humid
2025-04-15,Onion,Indore,79.04,1326,2070,1500,Foggy
2025-03-11,Mustard,Bhopal,141.0,1555,2167,1709,Cloudy
2025-05-18,Mustard,Jaipur,363.58,2065,2278,2139,Humid
2025-05-21,Wheat,Lucknow,371.46,1903,2530,2005,Cloudy
2025-10-28,Rice,Lucknow,308.94,1854,2590,1942,Rainy
2025-11-04,Mustard,Delhi,12.49,1193,1481,1390,Sunny
2025-06-15,Mustard,Delhi,460.1,1021,1393,1093,Rainy
2025-07-30,Mustard,Kanpur,451.95,2072,2450,2418,Humid
2025-05-13,Wheat,Kanpur,195.53,1812,2287,2007,Cloudy
2025-08-01,Potato,Lucknow,392.18,2056,2200,2159,Rainy
2025-03-04,Mustard,Delhi,50.9,1365,1668,1617,Sunny
2025-09-11,Rice,Delhi,27.02,1795,2177,1901,Cloudy
2025-09-08,Rice,Indore,331.66,1828,2260,2072,Sunny
2025-06-17,Onion,Jaipur,433.77,1248,1914,1276,Humid
2025-05-29,Potato,Delhi,455.26,1878,2313,2059,Foggy
2025-12-16,Maize,Indore,173.83,1143,1415,1156,Humid
2025-03-02,Mustard,Jaipur,92.0,2337,2765,2581,Cloudy
2025-06-05,Wheat,Indore,14.32,1265,1758,1458,Sunny
2025-02-14,Potato,Jaipur,129.95,1187,1401,1273,Cloudy
2025-09-30,Onion,Indore,442.89,2378,2814,2595,Cloudy
2025-03-16,Mustard,Bhopal,272.75,1532,1909,1579,Sunny
2025-01-16,Maize,Lucknow,375.23,1781,2151,2083,Foggy
2025-04-20,Wheat,Delhi,234.25,908,1616,1212,Sunny
2025-04-03,Wheat,Kanpur,187.14,1681,1792,1757,Sunny
2025-12-13,Mustard,Indore,341.45,1838,2473,2011,Rainy
2025-08-20,Rice,Indore,79.91,1684,2238,1965,Rainy
2025-08-04,Mustard,Bhopal,36.93,1770,1884,1863,Humid
2025-10-23,Mustard,Indore,89.77,1994,2126,2123,Rainy
2025-03-13,Mustard,Lucknow,286.97,1945,2718,2394,Humid
2025-04-12,Onion,Jaipur,293.94,2357,3059,2562,Sunny
2025-08-26,Potato,Kanpur,322.87,1852,2011,1897,Cloudy
2025-06-30,Maize,Kanpur,16.73,1082,1236,1195,Humid
2025-11-25,Rice,Lucknow,131.09,2149,2390,2232,Humid
2025-06-08,Onion,Delhi,215.54,1874,2262,2097,Foggy
2025-02-02,Rice,Kanpur,355.57,2252,2595,2302,Sunny
2025-06-13,Mustard,Jaipur,249.18,807,1599,1444,Rainy
2025-01-11,Rice,Lucknow,438.08,2467,3265,2881,Humid
2025-07-15,Mustard,Kanpur,107.97,1058,1281,1234,Sunny
2025-04-09,Potato,Bhopal,432.16,1327,1622,1543,Sunny
2025-10-03,Mustard,Indore,372.72,1758,2392,2118,Rainy
2025-05-11,Onion,Indore,181.39,2500,3186,2718,Humid
2025-09-15,Rice,Bhopal,43.72,1749,2394,2160,Humid
2025-06-24,Mustard,Delhi,286.41,1238,1727,1248,Rainy
2025-10-14,Potato,Delhi,231.27,1922,2354,2257,Sunny
2025-12-24,Wheat,Indore,308.94,2222,2869,2798,Humid
2025-12-07,Rice,Bhopal,223.79,805,1240,1149,Cloudy
2025-05-29,Potato,Kanpur,29.35,1684,1982,1740,Sunny
2025-07-11,Potato,Lucknow,73.24,1033,1360,1118,Rainy
2025-08-14,Mustard,Kanpur,371.15,1834,2090,2032,Foggy
2025-10-20,Potato,Jaipur,472.55,991,1521,1084,Sunny
2025-01-22,Maize,Jaipur,87.03,1019,1322,1179,Rainy
2025-06-02,Potato,Jaipur,440.68,1022,1509,1199,Cloudy
2025-10-03,Onion,Indore,224.89,1828,1949,1909,Humid
2025-05-31,Mustard,Lucknow,153.04,1784,2278,1990,Rainy
2025-12-14,Wheat,Kanpur,39.58,1364,2060,1789,Cloudy
2025-10-24,Rice,Indore,341.43,1433,1577,1489,Humid
2025-07-16,Rice,Bhopal,49.4,1979,2484,2223,Foggy
2025-12-29,Onion,Delhi,12.53,2254,2986,2361,Humid
2025-10-24,Maize,Lucknow,272.59,1243,1554,1522,Foggy
2025-08-18,Maize,Bhopal,204.72,1255,1530,1333,Cloudy
2025-06-19,Mustard,Delhi,66.36,822,1614,1393,Sunny
2025-09-02,Rice,Kanpur,481.16,1280,1820,1662,Rainy
2025-02-10,Maize,Kanpur,85.28,2215,2649,2559,Foggy
2025-04-02,Wheat,Kanpur,408.21,2307,2851,2535,Sunny
2025-03-03,Potato,Delhi,469.2,853,1085,918,Foggy
2025-08-16,Mustard,Bhopal,24.82,1178,1710,1295,Sunny
2025-11-13,Mustard,Delhi,476.53,1340,1554,1481,Sunny
2025-02-03,Rice,Kanpur,317.47,897,1549,974,Foggy
2025-05-06,Maize,Kanpur,425.9,2164,2395,2370,Rainy
2025-01-29,Wheat,Delhi,283.65,899,1095,975,Cloudy
2025-05-25,Wheat,Indore,383.15,2220,2682,2351,Foggy
2025-07-08,Onion,Kanpur,326.59,1367,1724,1560,Sunny
2025-02-14,Onion,Kanpur,194.28,1981,2097,1997,Rainy
2025-07-10,Onion,Bhopal,402.06,1088,1687,1291,Humid
2025-09-08,Onion,Indore,12.43,2292,2589,2460,Humid
2025-11-26,Maize,Jaipur,125.56,1200,1585,1271,Humid
2025-07-05,Rice,Kanpur,388.88,1342,1944,1935,Rainy
2025-12-19,Maize,Jaipur,33.78,1407,1729,1716,Cloudy
2025-11-02,Wheat,Indore,71.99,2345,2932,2790,Foggy
2025-01-28,Mustard,Indore,443.71,2496,3269,2649,Foggy
2025-07-10,Onion,Delhi,330.89,2325,2593,2514,Foggy
2025-02-26,Maize,Bhopal,292.65,2128,2497,2420,Humid
2025-03-26,Onion,Jaipur,101.77,2324,2912,2625,Cloudy
2025-10-23,Mustard,Delhi,223.98,827,1426,1246,Sunny
2025-11-02,Potato,Indore,22.28,2440,3119,2585,Foggy
2025-05-27,Maize,Delhi,333.54,892,1574,1216,Foggy
2025-09-12,Potato,Kanpur,484.91,1126,1578,1445,Sunny
2025-11-03,Onion,Lucknow,128.29,1355,2032,1566,Rainy
2025-03-05,Wheat,Delhi,415.44,1788,2269,1797,Rainy
2025-08-09,Potato,Kanpur,437.51,1633,1815,1636,Foggy
2025-02-02,Wheat,Jaipur,44.85,2020,2544,2252,Sunny
2025-10-02,Rice,Kanpur,148.18,1784,2199,1906,Humid
2025-06-01,Maize,Jaipur,83.94,1789,2266,1909,Foggy
2025-12-29,Mustard,Indore,379.17,2263,2696,2501,Cloudy
2025-02-21,Wheat,Bhopal,11.06,1191,1678,1467,Foggy
2025-02-24,Wheat,Jaipur,91.91,1930,2565,2276,Humid
2025-07-10,Potato,Bhopal,219.96,2428,3155,3065,Rainy
2025-12-16,Onion,Indore,433.11,2460,2752,2485,Foggy
2025-03-02,Maize,Bhopal,103.89,1789,1912,1790,Rainy
2025-05-20,Wheat,Bhopal,234.07,2450,2844,2782,Humid
2025-11-19,Onion,Delhi,349.74,1073,1782,1336,Cloudy
2025-07-16,Wheat,Jaipur,37.76,902,1672,1110,Sunny
2025-08-28,Maize,Jaipur,164.45,2381,3017,2586,Rainy
2025-09-02,Onion,Delhi,245.79,1698,2075,1852,Humid
2025-08-09,Wheat,Kanpur,407.38,2385,2516,2446,Humid
2025-10-02,Maize,Indore,198.51,2463,2565,2498,Cloudy
2025-01-28,Onion,Bhopal,155.07,1945,2578,2338,Cloudy
2025-02-27,Onion,Lucknow,337.79,2048,2480,2232,Foggy
2025-11-05,Mustard,Jaipur,347.48,937,1218,1172,Cloudy
2025-04-29,Wheat,Jaipur,292.48,1322,2081,1864,Sunny
2025-02-05,Potato,Delhi,239.48,2097,2694,2174,Rainy
2025-12-05,Mustard,Bhopal,457.86,1234,1638,1574,Sunny
2025-04-19,Wheat,Lucknow,208.87,1504,1994,1587,Humid
2025-11-03,Maize,Lucknow,193.16,1469,1874,1656,Humid
2025-10-12,Maize,Lucknow,391.48,936,1043,1002,Foggy
2025-11-17,Rice,Indore,486.84,2316,2670,2505,Rainy
2025-01-31,Potato,Lucknow,66.55,1528,1926,1885,Foggy
2025-03-13,Potato,Kanpur,17.76,2192,2398,2215,Foggy
2025-03-24,Wheat,Indore,187.19,1765,2466,2175,Rainy
2025-01-11,Mustard,Kanpur,98.45,2180,2537,2337,Foggy
2025-11-26,Onion,Jaipur,333.44,1184,1422,1303,Cloudy
2025-09-12,Wheat,Kanpur,485.65,1736,1928,1790,Cloudy
2025-09-01,Wheat,Bhopal,450.24,2183,2876,2615,Humid
2025-09-26,Mustard,Lucknow,14.62,2203,2516,2500,Rainy
2025-05-17,Wheat,Delhi,36.49,1580,2297,1834,Rainy
2025-06-11,Onion,Delhi,110.16,1244,1438,1348,Foggy
2025-06-18,Rice,Jaipur,122.11,1782,2231,1999,Cloudy
2025-09-28,Onion,Delhi,193.7,2347,3040,2541,Humid
2025-01-23,Maize,Delhi,305.46,896,1396,1210,Cloudy
2025-12-13,Maize,Bhopal,464.1,2257,2365,2347,Sunny
2025-07-17,Onion,Indore,491.43,1791,2385,1949,Foggy
2025-07-18,Onion,Indore,327.05,2252,2812,2674,Humid
2025-02-18,Onion,Indore,45.96,1385,1746,1485,Cloudy
2025-07-02,Rice,Lucknow,407.77,1822,2168,2046,Humid
2025-02-20,Maize,Bhopal,353.75,1878,2074,2051,Cloudy
2025-07-16,Mustard,Indore,139.32,1093,1809,1219,Rainy
2025-01-11,Mustard,Bhopal,410.11,820,1354,1287,Sunny
2025-10-18,Potato,Kanpur,167.87,2426,3019,2992,Sunny
2025-02-08,Mustard,Delhi,399.06,1536,1811,1788,Foggy
2025-01-21,Rice,Lucknow,143.33,1599,1906,1718,Rainy
2025-06-07,Potato,Jaipur,439.69,1111,1602,1122,Foggy
2025-03-08,Maize,Bhopal,381.1,1207,1359,1340,Sunny
2025-07-09,Wheat,Bhopal,241.71,1057,1337,1180,Foggy
2025-10-02,Rice,Lucknow,241.91,2198,2927,2580,Cloudy
2025-06-07,Mustard,Delhi,359.14,1863,2077,1875,Cloudy
2025-12-06,Mustard,Indore,243.51,2467,3074,2774,Foggy
2025-04-10,Potato,Lucknow,128.37,1447,2239,2048,Rainy
2025-04-20,Mustard,Delhi,198.39,1478,2217,1665,Cloudy
2025-02-01,Potato,Lucknow,309.59,1340,1938,1671,Humid
2025-08-12,Maize,Kanpur,192.12,1920,2645,2379,Sunny
2025-01-28,Onion,Delhi,428.05,2301,2473,2310,Cloudy
2025-10-10,Mustard,Kanpur,86.83,1666,2045,1874,Humid
2025-06-22,Wheat,Indore,158.75,1661,1976,1943,Sunny
2025-07-22,Mustard,Delhi,20.74,1753,2061,1763,Humid
2025-09-09,Rice,Bhopal,348.32,2366,2791,2415,Rainy
2025-07-15,Potato,Lucknow,164.99,1398,1774,1429,Rainy
2025-07-19,Rice,Bhopal,55.49,1775,2085,1803,Rainy
2025-02-16,Mustard,Indore,183.09,1868,2318,2221,Cloudy
2025-01-23,Mustard,Bhopal,210.82,1687,2162,1984,Foggy
2025-12-18,Potato,Indore,446.98,2498,3107,3094,Cloudy
2025-04-25,Mustard,Lucknow,61.54,993,1122,1013,Humid
2025-03-23,Potato,Lucknow,121.26,1836,2111,1857,Sunny
2025-10-26,Rice,Bhopal,127.64,1670,2156,1911,Sunny
2025-09-22,Rice,Kanpur,243.68,2404,2886,2420,Sunny
2025-02-06,Rice,Lucknow,159.91,2330,2840,2773,Humid
2025-08-26,Wheat,Delhi,152.16,1979,2603,2530,Rainy
2025-01-05,Mustard,Kanpur,398.79,2285,2727,2300,Foggy
2025-04-22,Mustard,Lucknow,19.07,1469,1811,1582,Sunny
2025-04-27,Potato,Kanpur,261.44,2206,2611,2334,Sunny
2025-11-30,Rice,Jaipur,195.86,842,1055,955,Cloudy
2025-06-13,Wheat,Jaipur,326.15,1112,1723,1345,Humid
2025-11-13,Rice,Delhi,65.17,1674,2085,1852,Sunny
2025-12-03,Potato,Kanpur,209.58,1318,1817,1346,Rainy
2025-09-17,Potato,Jaipur,204.41,1927,2719,1977,Sunny
2025-05-23,Rice,Bhopal,494.82,2362,2909,2437,Humid
2025-12-03,Maize,Lucknow,10.86,1321,1778,1361,Rainy
2025-07-06,Potato,Delhi,338.58,2127,2542,2464,Cloudy
2025-04-30,Onion,Kanpur,215.58,963,1629,1614,Sunny
2025-11-24,Potato,Delhi,264.02,1036,1218,1066,Cloudy
2025-05-24,Onion,Indore,144.05,1537,1750,1748,Cloudy
2025-07-08,Rice,Delhi,170.77,1451,2136,1723,Cloudy
2025-12-09,Potato,Kanpur,37.76,1843,2635,1888,Cloudy
2025-10-07,Onion,Jaipur,300.33,1143,1415,1284,Sunny
2025-02-19,Maize,Jaipur,169.07,1370,2052,2003,Humid
2025-10-26,Maize,Jaipur,119.62,1122,1665,1178,Foggy
2025-09-16,Maize,Kanpur,469.76,2159,2437,2218,Sunny
2025-09-18,Onion,Bhopal,326.18,1375,1551,1551,Sunny
2025-08-15,Onion,Indore,199.03,806,940,842,Sunny
2025-04-08,Onion,Indore,436.4,1937,2518,2029,Rainy
2025-05-08,Maize,Kanpur,120.83,1772,2304,2034,Humid
2025-10-18,Onion,Indore,410.76,1486,1798,1704,Rainy
2025-08-11,Wheat,Bhopal,297.46,1195,1808,1299,Humid
2025-09-03,Rice,Delhi,55.24,977,1341,1237,Foggy
2025-09-07,Wheat,Jaipur,154.19,1456,1918,1764,Rainy
2025-06-03,Potato,Kanpur,476.26,1926,2121,1987,Humid
2025-09-27,Rice,Lucknow,25.39,2117,2688,2537,Sunny
2025-10-29,Onion,Delhi,55.11,1461,1953,1533,Cloudy
2025-09-06,Potato,Lucknow,142.63,2368,2487,2458,Rainy
2025-09-02,Mustard,Indore,49.23,1169,1516,1270,Humid
2025-08-12,Mustard,Kanpur,349.27,2402,3145,2756,Sunny
2025-11-16,Maize,Indore,44.63,1876,2373,2278,Cloudy
2025-06-10,Onion,Jaipur,237.76,1192,1644,1209,Rainy
2025-07-19,Rice,Indore,296.19,1716,1926,1810,Rainy
2025-05-01,Onion,Jaipur,339.87,2190,2822,2495,Sunny
2025-04-08,Maize,Jaipur,303.12,1192,1809,1330,Sunny
2025-06-14,Rice,Bhopal,295.68,943,1571,1399,Foggy
2025-10-16,Wheat,Indore,473.39,1530,1731,1691,Foggy
2025-08-14,Onion,Indore,414.38,1045,1439,1127,Humid
2025-12-13,Onion,Bhopal,351.99,1853,2312,2295,Cloudy
2025-04-16,Potato,Indore,187.01,2398,2538,2430,Cloudy
2025-04-08,Onion,Jaipur,316.27,927,1495,1006,Cloudy
2025-12-18,Rice,Jaipur,108.46,1513,1781,1761,Rainy
2025-11-12,Rice,Bhopal,297.6,884,1037,992,Sunny
2025-01-22,Maize,Lucknow,353.06,1108,1403,1185,Humid
2025-02-25,Potato,Jaipur,330.21,1700,2373,2022,Sunny
2025-12-28,Wheat,Indore,468.05,2474,3149,2913,Humid
2025-10-25,Wheat,Lucknow,156.35,2313,3065,2583,Cloudy
2025-07-01,Maize,Delhi,486.32,1679,1885,1787,Cloudy
2025-04-26,Mustard,Jaipur,496.26,868,1317,1246,Humid
2025-07-22,Potato,Lucknow,47.58,2159,2738,2284,Humid
2025-06-25,Mustard,Kanpur,175.82,1796,2361,1987,Humid
2025-05-26,Onion,Jaipur,151.66,1148,1504,1329,Cloudy
2025-09-04,Wheat,Jaipur,406.11,2241,2651,2251,Humid
2025-04-19,Wheat,Kanpur,170.88,1263,1573,1486,Humid
2025-07-28,Wheat,Indore,235.42,2290,2553,2456,Rainy
2025-05-06,Potato,Lucknow,259.04,977,1361,1261,Foggy
2025-04-15,Maize,Lucknow,185.53,2360,2987,2467,Humid
2025-01-07,Onion,Indore,477.31,2169,2607,2431,Rainy
2025-02-06,Wheat,Jaipur,177.04,2298,2712,2551,Rainy
2025-02-08,Potato,Delhi,41.33,2418,3068,2917,Cloudy
2025-11-04,Onion,Delhi,409.13,1071,1359,1258,Rainy
2025-07-22,Potato,Kanpur,174.42,1856,2342,2057,Humid
2025-03-18,Mustard,Bhopal,204.83,2044,2582,2517,Rainy
2025-03-16,Mustard,Delhi,284.91,2266,2446,2329,Cloudy
2025-07-06,Rice,Jaipur,233.27,1307,2034,1461,Foggy
2025-10-13,Onion,Delhi,355.4,1338,2113,1360,Foggy
2025-06-01,Maize,Delhi,412.96,1819,2254,1848,Humid
2025-03-08,Rice,Kanpur,400.74,825,1521,1231,Cloudy
2025-03-12,Wheat,Bhopal,62.37,1583,1712,1604,Rainy
2025-01-02,Onion,Bhopal,12.98,2287,2894,2422,Cloudy
2025-05-30,Wheat,Indore,403.59,1866,2147,2103,Humid
2025-08-03,Rice,Kanpur,274.16,1565,1920,1578,Humid
2025-11-24,Potato,Delhi,269.2,1772,2366,2317,Foggy
2025-01-24,Mustard,Jaipur,12.8,903,1301,1151,Humid
2025-07-08,Onion,Delhi,224.57,1895,2563,2120,Sunny
2025-09-19,Potato,Delhi,179.88,927,1397,1361,Foggy
2025-08-11,Wheat,Delhi,142.14,1998,2758,2713,Cloudy
2025-06-17,Rice,Kanpur,202.9,1838,2438,1951,Sunny
2025-02-21,Rice,Lucknow,385.26,1716,2205,2106,Cloudy
2025-11-16,Wheat,Indore,132.63,1086,1264,1221,Foggy
2025-10-14,Wheat,Delhi,69.62,869,1454,1083,Rainy
2025-02-09,Rice,Jaipur,388.77,1691,2278,2202,Rainy
2025-05-30,Rice,Kanpur,380.52,1465,1923,1885,Cloudy
2025-10-09,Potato,Lucknow,223.12,2101,2217,2123,Humid
2025-07-04,Onion,Lucknow,329.32,1909,2642,2443,Sunny
2025-02-06,Onion,Lucknow,375.94,2020,2340,2274,Rainy
2025-04-14,Potato,Delhi,436.93,1944,2652,2242,Rainy
2025-05-02,Mustard,Jaipur,379.11,855,1486,1363,Rainy
2025-03-21,Mustard,Delhi,173.78,1740,2234,1893,Cloudy
2025-10-13,Potato,Jaipur,54.56,1277,1933,1295,Rainy
2025-06-21,Mustard,Jaipur,18.47,1958,2495,2350,Sunny
2025-12-04,Maize,Jaipur,309.64,904,1493,1209,Cloudy
2025-04-24,Mustard,Jaipur,178.11,2388,2553,2510,Cloudy
2025-05-29,Potato,Kanpur,200.66,1539,2307,2019,Cloudy
2025-10-09,Rice,Lucknow,481.08,2449,3005,2817,Humid
2025-12-29,Mustard,Delhi,487.03,1445,1960,1887,Sunny
2025-10-08,Rice,Indore,43.18,1774,2559,1814,Foggy
2025-09-15,Potato,Kanpur,226.15,2195,2967,2793,Sunny
2025-07-10,Mustard,Indore,405.77,2218,2961,2365,Cloudy
2025-04-11,Maize,Lucknow,27.16,991,1576,1057,Sunny
2025-11-09,Onion,Lucknow,237.81,2455,2852,2555,Cloudy
2025-08-13,Rice,Indore,240.37,1798,2270,1969,Humid
2025-01-15,Wheat,Kanpur,396.36,2006,2156,2060,Rainy
2025-03-26,Mustard,Delhi,82.08,2194,2436,2380,Cloudy
2025-10-08,Mustard,Lucknow,441.28,2284,2920,2814,Rainy
2025-07-26,Potato,Kanpur,491.64,1546,1973,1584,Humid
2025-12-29,Wheat,Lucknow,56.33,2122,2252,2132,Cloudy
2025-10-05,Maize,Bhopal,420.25,2038,2151,2072,Foggy
2025-03-19,Rice,Indore,223.96,2204,2461,2324,Sunny
2025-04-12,Wheat,Indore,269.72,1491,2003,1884,Cloudy
2025-03-04,Rice,Bhopal,316.49,1011,1309,1272,Rainy
2025-10-03,Onion,Bhopal,369.88,1981,2521,2074,Sunny
2025-09-01,Potato,Bhopal,420.65,2431,3167,2834,Foggy
2025-07-13,Wheat,Indore,128.66,1198,1432,1379,Humid
2025-12-09,Onion,Lucknow,142.17,2103,2773,2463,Rainy
2025-07-15,Rice,Lucknow,116.77,2041,2804,2412,Foggy
2025-07-17,Maize,Lucknow,386.67,858,1039,985,Sunny
2025-05-10,Mustard,Kanpur,284.78,2343,2863,2374,Cloudy
2025-10-24,Rice,Bhopal,446.35,1388,1794,1558,Humid
2025-04-16,Maize,Bhopal,496.07,1775,2022,1840,Foggy
2025-04-15,Maize,Bhopal,101.92,1028,1762,1246,Humid
2025-09-12,Rice,Lucknow,264.33,890,1408,1143,Foggy
2025-11-06,Wheat,Indore,128.88,1589,1772,1656,Sunny
2025-09-10,Wheat,Indore,499.53,2448,3038,2630,Rainy
2025-02-14,Mustard,Bhopal,235.46,1029,1665,1360,Foggy
2025-01-17,Rice,Lucknow,218.12,1397,1843,1783,Humid
2025-03-03,Wheat,Indore,126.22,2192,2650,2212,Sunny
2025-11-08,Mustard,Kanpur,483.74,1488,1666,1602,Rainy
2025-03-22,Wheat,Bhopal,311.38,1570,2318,1694,Rainy
2025-08-11,Wheat,Jaipur,230.81,1413,1786,1474,Humid
2025-04-21,Mustard,Indore,45.45,1194,1891,1717,Foggy
2025-10-29,Wheat,Indore,201.01,901,1621,901,Humid
2025-10-30,Mustard,Indore,458.01,1260,1608,1493,Foggy
2025-12-09,Wheat,Bhopal,34.93,845,1364,1132,Humid
2025-12-27,Onion,Delhi,469.05,1832,2007,1972,Rainy
2025-08-19,Onion,Jaipur,309.83,2330,2798,2564,Cloudy
2025-12-17,Wheat,Indore,400.9,904,1481,1079,Cloudy
2025-01-13,Maize,Indore,39.22,1449,1707,1575,Humid
2025-03-18,Maize,Lucknow,499.75,1629,2002,1896,Cloudy
2025-04-30,Maize,Lucknow,115.5,983,1396,1281,Rainy
